id,motion_intensity,scene_change_count
VIDEO_7080915608727997701,22.179,2
VIDEO_7593403675297467651,11.936,0
VIDEO_7207842110316268805,4.016,0
VIDEO_7068682786437139718,25.362,4
VIDEO_7162123924233358598,10.85,0
VIDEO_7194484239583284486,33.78,6
VIDEO_7165165100075093253,18.712,0
VIDEO_7564712687565802774,23.772,1
VIDEO_7039780337739730181,5.339,0
VIDEO_7593727684606168342,4.799,0
VIDEO_7025927416061250821,26.378,1
VIDEO_7461615118414073110,11.584,0
VIDEO_7294659855434911008,28.995,4
VIDEO_7493955664008498454,9.458,0
VIDEO_7042347189179403525,14.504,2
VIDEO_7221177538855423258,52.557,8
VIDEO_7210074063765638406,13.623,0
VIDEO_7181124364987895046,4.97,0
VIDEO_7293173989143366945,7.869,0
VIDEO_7575105754374458646,21.395,0
VIDEO_7280925746183408928,58.501,7
VIDEO_7293541624359996704,31.061,6
VIDEO_7296889866002910497,45.353,7
VIDEO_7305435593499086112,23.955,0
VIDEO_7170730138965970181,23.995,1
VIDEO_7583420207629225238,10.937,0
VIDEO_7606360801234013462,17.46,0
VIDEO_7301350531325365537,19.153,0
VIDEO_7593661214027156758,17.533,1
VIDEO_7582921759985356054,24.505,1
VIDEO_7203763760538897669,18.865,0
VIDEO_7264884699636469025,26.989,2
VIDEO_7482898265906646294,22.559,2
VIDEO_7168935772777614597,69.466,8
VIDEO_7418230327207939360,21.847,0
VIDEO_7577088828171734294,30.578,5
VIDEO_7046370407758286085,1.917,0
VIDEO_7580065942730738966,31.821,8
VIDEO_7122480993948159238,42.087,8
VIDEO_7421838132624002336,31.681,4
VIDEO_7442235405757336864,41.306,6
VIDEO_6935817751898426629,37.816,7
VIDEO_7324741085438397729,19.163,0
VIDEO_7192617192850984198,24.296,0
VIDEO_7074987594026700038,55.776,6
VIDEO_7182978974253944069,9.174,0
VIDEO_7581205344420924694,51.449,8
VIDEO_7340684346040290593,8.629,0
VIDEO_7287983702959869217,21.961,3
VIDEO_7069799098576112901,0.706,0
VIDEO_7141029212244233478,41.511,8
VIDEO_7202277032938540294,23.265,0
VIDEO_7041969079246245126,41.891,9
VIDEO_7587070120556580118,20.711,1
VIDEO_7487328540497628438,33.706,4
VIDEO_7594911702613773590,26.753,2
VIDEO_7188189006851575046,1.616,0
VIDEO_7075734573933530373,44.563,7
VIDEO_7577096797580053782,17.74,1
VIDEO_6795606002222796037,11.139,0
VIDEO_7073511726888635653,22.826,1
VIDEO_7001054542804667653,41.527,9
VIDEO_7215252214514715909,11.338,0
VIDEO_7078325137698770181,20.213,0
VIDEO_7037532518978964741,20.884,0
VIDEO_7484305196332436758,9.642,0
VIDEO_7203019203857665286,0.175,0
VIDEO_6792133610360065285,25.033,1
VIDEO_7581507576219618582,12.258,0
VIDEO_7571134268403895574,22.841,1
VIDEO_7494193739187916054,23.632,2
VIDEO_7454233566264855831,26.31,1
VIDEO_7592263862284586263,17.524,0
VIDEO_7403421764769926432,25.496,3
VIDEO_7061974363939261701,12.856,0
VIDEO_7565953021411216662,14.795,0
VIDEO_7194859372227480838,26.787,2
VIDEO_7204874673367125254,34.709,6
VIDEO_7050500563045338374,22.625,5
VIDEO_7026756047805205766,40.685,3
VIDEO_7587134900852100374,2.08,0
VIDEO_7579578853308337430,42.108,5
VIDEO_7173695147639655686,34.841,5
VIDEO_7458336545490193686,29.952,1
VIDEO_7183477138249485594,11.352,0
VIDEO_7054582233989958917,11.721,0
VIDEO_7062740749992971526,24.231,2
VIDEO_7602968538319539478,23.785,1
VIDEO_6943540424141491461,5.133,0
VIDEO_7335861253551787297,39.629,4
VIDEO_7302473271067397409,37.118,5
VIDEO_7294284376454532384,15.626,1
VIDEO_7584105481719844118,13.569,0
VIDEO_7574759080368114966,18.528,1
VIDEO_7028978217117682949,15.428,2
VIDEO_7345515480288922912,13.706,0
VIDEO_7184459390143974662,24.028,0
VIDEO_7197824225988726021,36.652,8
VIDEO_7177417414542429445,39.509,6
VIDEO_7208952610336820485,45.409,7
VIDEO_7167386112040684805,11.526,0
VIDEO_7304326742255209761,18.525,2
VIDEO_7055610539749199109,26.963,1
VIDEO_7288720379772800288,1.074,0
VIDEO_7041603482742230278,30.216,4
VIDEO_7286863155026808096,37.966,8
VIDEO_7579287270092459286,1.059,0
VIDEO_7172507378498260229,24.101,3
VIDEO_7065713702833638662,21.901,3
VIDEO_7165908407793372422,57.21,8
VIDEO_7090931568486763781,14.263,1
VIDEO_7125076892729756933,31.774,5
VIDEO_7322502255616314656,27.555,3
VIDEO_7485818484723567894,32.713,2
VIDEO_7566313596351778070,69.037,9
VIDEO_7058313871718714629,16.125,0
VIDEO_7300112308179701025,40.075,3
VIDEO_7603412461068291350,22.306,0
VIDEO_7476157177149803798,41.17,7
VIDEO_7312851563037330721,25.424,1
VIDEO_7063127157068844294,24.753,0
VIDEO_7178897418107358469,40.205,5
VIDEO_7296154996683410720,47.552,7
VIDEO_7158468268074749189,0.204,0
VIDEO_7216365794093976838,50.353,8
VIDEO_7043834307458141446,12.5,0
VIDEO_7345144791094660384,5.824,0
VIDEO_7319902152686718241,37.629,6
VIDEO_7054222416247000325,15.621,0
VIDEO_7564069366606679318,5.82,0
VIDEO_7018826174767942918,4.51,0
VIDEO_7198558888940113158,21.065,1
VIDEO_7037974894553894150,11.909,0
VIDEO_7329560864518901024,15.337,1
VIDEO_7169238545779952902,32.706,7
VIDEO_7566941841996647702,39.109,7
VIDEO_7198194674354457861,20.751,1
VIDEO_7082286078417259782,20.306,0
VIDEO_6927665892457237765,28.685,2
VIDEO_7083155569812589829,5.594,0
VIDEO_6796364077095472389,28.295,4
VIDEO_7059302103713402117,13.632,0
VIDEO_7150676745937587462,20.847,0
VIDEO_7180392341839105286,14.988,0
VIDEO_7480244111207976214,7.962,0
VIDEO_7057548200625917190,32.967,7
VIDEO_7199677935949778181,34.962,4
VIDEO_7142874586755976454,22.828,0
VIDEO_6792131260543225094,18.237,0
VIDEO_7262465807949647136,6.768,0
VIDEO_7278768931857354016,14.025,2
VIDEO_7327333280297127201,26.611,1
VIDEO_7093581650163944709,12.972,0
VIDEO_7429021024517229857,18.942,1
VIDEO_6796363351816555782,3.677,0
VIDEO_7298393830204640545,16.885,0
VIDEO_7073146702995279110,17.358,1
VIDEO_6793347939294072069,21.067,0
VIDEO_7076526059344104709,20.489,0
VIDEO_7463500754318347542,16.934,1
VIDEO_7228976565445512475,44.806,6
VIDEO_7037757089799818502,37.753,2
VIDEO_7348413567797841185,22.847,1
VIDEO_6797039273053850886,25.862,2
VIDEO_7020800251950927109,3.363,0
VIDEO_7210817231368785158,27.543,4
VIDEO_7094187420819803398,19.262,0
VIDEO_7312484712440745249,12.956,1
VIDEO_6794470373212589317,15.277,0
VIDEO_7571893908754451734,32.392,6
VIDEO_6937251547290045701,15.78,0
VIDEO_7289092371030002977,34.434,7
VIDEO_7338070752501026081,6.284,0
VIDEO_7036807584111709445,38.857,6
VIDEO_7590184087122660630,8.685,1
VIDEO_7572605667299708182,23.208,0
VIDEO_7197080264625966341,51.905,8
VIDEO_7483220883759303959,35.579,3
VIDEO_7381446389819018529,9.878,0
VIDEO_7592281951206133014,10.629,0
VIDEO_7342536344561896737,42.84,8
VIDEO_7500939642972212502,20.107,0
VIDEO_7587702184708558102,27.557,2
VIDEO_7063459529668742406,25.784,4
VIDEO_7542515768215211286,16.921,1
VIDEO_7261562285791956251,14.335,0
VIDEO_7567318876392901910,8.31,0
VIDEO_7326887540705873185,17.8,1
VIDEO_6980260193653378309,26.828,0
VIDEO_7382840415893998880,37.643,7
VIDEO_7169948893805825285,7.317,0
VIDEO_7464875419959921952,8.234,0
VIDEO_6921227616347327749,5.588,0
VIDEO_6919824999914245381,15.798,0
VIDEO_7447835163444235552,9.409,0
VIDEO_7512478582627732758,26.17,0
VIDEO_7477287305078934786,21.562,0
VIDEO_7014030961486630149,10.401,0
VIDEO_7321969929564065057,8.793,0
VIDEO_7334752917439712545,24.004,0
VIDEO_7336662438282120481,23.396,1
VIDEO_7459384907962305825,11.441,0
VIDEO_7314335987033738528,18.555,0
VIDEO_7337328365147295009,40.839,9
VIDEO_7518400955877199127,15.439,0
VIDEO_7479068329584364823,22.702,0
VIDEO_7393953054967581985,22.796,0
VIDEO_7314256868556213537,10.434,0
VIDEO_6959192993014287622,32.617,3
VIDEO_7075788593930816773,6.848,0
VIDEO_7446787674863684886,10.024,0
VIDEO_7306457226254781729,15.987,0
VIDEO_7335020484637068576,12.94,0
VIDEO_7327632037437820193,3.776,0
VIDEO_7516934430083091734,45.625,8
VIDEO_7473874393719000342,12.754,0
VIDEO_7462724279965125920,11.006,0
VIDEO_7514333529551949078,28.801,2
VIDEO_7508723396641852694,49.425,8
VIDEO_7572210750937107734,55.202,6
VIDEO_7261499359819336986,7.699,0
VIDEO_7465291116045208865,27.87,3
VIDEO_7506824474902433026,39.74,8
VIDEO_7145813168818900229,36.543,8
VIDEO_7402923905754746145,44.69,7
VIDEO_7261564389075995930,14.84,0
VIDEO_7572235624627899670,43.753,7
VIDEO_7296501143700606241,13.689,0
VIDEO_7064489288125189382,2.645,0
VIDEO_7385258008760028448,38.996,8
VIDEO_7055714634526969093,12.009,0
VIDEO_7401059521860209952,29.76,2
VIDEO_7052727837165505797,26.542,2
VIDEO_7582501864428604694,6.107,0
VIDEO_7466084820825787680,23.505,1
VIDEO_7308389510113512737,20.077,1
VIDEO_7297157611294706976,5.082,0
VIDEO_7348433044216253729,8.66,0
VIDEO_7322495223089712416,36.341,7
VIDEO_7062023531764256006,29.66,1
VIDEO_7332156358902500640,9.858,0
VIDEO_7572210786991344918,50.611,4
VIDEO_7591860205567151382,14.47,0
VIDEO_7163303756447223045,7.538,0
VIDEO_7439254923365059873,9.595,0
VIDEO_7572223162520177942,28.574,4
VIDEO_7388136382436281633,24.774,1
VIDEO_7486043762590895382,11.821,0
VIDEO_7073157554024566021,5.677,0
VIDEO_7587833111010954518,24.3,1
VIDEO_7067217215925275910,31.052,4
VIDEO_7199586123952311557,21.572,2
VIDEO_7162174902865251589,22.215,0
VIDEO_7392879054988397856,38.078,7
VIDEO_7340682108735671584,22.346,2
VIDEO_7211565992852475141,27.219,1
VIDEO_7523190975850679554,28.677,2
VIDEO_7196211164093631749,11.012,0
VIDEO_7415546238927523104,36.093,9
VIDEO_7549175046128831766,17.895,0
VIDEO_7073510812542913798,16.007,0
VIDEO_7342403362714914080,24.24,0
VIDEO_6972416280762649861,47.998,8
VIDEO_7323194315415588129,24.996,0
VIDEO_7069326966159084806,12.603,0
VIDEO_7070550742880292101,17.521,0
VIDEO_7334339873127632161,1.127,0
VIDEO_7345850735894072609,6.72,0
VIDEO_7229679892399426842,21.049,0
VIDEO_7483888039303843094,13.645,0
VIDEO_7556260834817723670,5.496,0
VIDEO_7475273206497086742,30.63,2
VIDEO_7071521897082621189,21.67,1
VIDEO_7193338808870456582,12.365,0
VIDEO_7444192177149742358,3.707,0
VIDEO_7400010201476123937,18.637,0
VIDEO_7054948838716493061,12.901,0
VIDEO_7077597820538146053,18.063,0
VIDEO_7553663983383858454,26.371,2
VIDEO_7538076349500689666,26.565,1
VIDEO_7546552028168719638,23.822,0
VIDEO_7554403190200945942,8.936,0
VIDEO_7476738167522053398,0.461,0
VIDEO_7342531903209114913,25.048,0
VIDEO_7590299923803884803,5.277,0
VIDEO_7579238923172547842,21.531,0
VIDEO_7079069070078889221,24.578,1
VIDEO_7515834191922072854,22.548,0
VIDEO_7084890005491010821,16.827,0
VIDEO_7130620750842678533,7.429,0
VIDEO_7444957131670949142,23.139,4
VIDEO_7529912051498552598,54.459,8
VIDEO_7457889721201577248,14.107,0
VIDEO_7528398053666016534,24.765,0
VIDEO_7426709076924484897,28.472,0
VIDEO_7045558641969073414,22.201,0
VIDEO_7316431760194096416,44.507,5
VIDEO_7357327030335114528,46.727,9
VIDEO_7318769443222359329,19.125,0
VIDEO_7087822626005060870,33.378,6
VIDEO_7491219464474856727,11.621,0
VIDEO_7277906809787059489,24.878,0
VIDEO_6978753193882832133,31.899,6
VIDEO_7550653411583102230,20.129,0
VIDEO_7447515391426825504,47.021,7
VIDEO_7076423248698690822,38.689,5
VIDEO_7393260705048268065,0.366,0
VIDEO_7354375095868984608,17.448,0
VIDEO_7429721456851864864,45.6,7
VIDEO_7391769807764458784,36.187,7
VIDEO_7312547480120380705,3.658,0
VIDEO_7431201197672975648,5.603,0
VIDEO_7538370537211432214,13.164,0
VIDEO_7565230748026899734,20.79,0
VIDEO_7146479472022277381,12.428,0
VIDEO_7350265065762819360,11.15,0
VIDEO_7336480513269583136,20.575,0
VIDEO_7329087770905840928,5.457,0
VIDEO_7304693853758491936,37.787,9
VIDEO_7039259712038112518,18.926,1
VIDEO_7396708038398266656,17.381,0
VIDEO_7461582150937169174,18.734,0
VIDEO_7309783088618409248,2.741,0
VIDEO_7543616748017241366,32.597,6
VIDEO_7195225752541875462,9.105,0
VIDEO_7345753568462261537,24.232,0
VIDEO_7338875309913017633,12.138,0
VIDEO_7088705916027063557,12.806,0
VIDEO_7338699162768149792,22.579,0
VIDEO_7333604507793853728,4.838,0
VIDEO_7335348681832418593,11.725,0
VIDEO_7514700901009886486,14.492,0
VIDEO_7163552631053503749,13.062,0
VIDEO_7437476740533865761,13.466,0
VIDEO_7081140277083213062,28.765,4
VIDEO_7344271684406349088,15.579,0
VIDEO_7057560274424958214,3.602,0
VIDEO_7336193209883839776,7.689,0
VIDEO_7394757283214806305,31.087,5
VIDEO_7182218891702127877,33.1,8
VIDEO_6994481888182144262,20.337,0
VIDEO_7332775399883033888,3.859,0
VIDEO_6963197595422346502,51.592,7
VIDEO_7075005822228499717,37.568,3
VIDEO_7310606511775026464,7.961,0
VIDEO_7192237337412177157,16.068,0
VIDEO_7338384626773216545,22.288,0
VIDEO_7059414649581604102,11.74,0
VIDEO_7580401530428394775,20.442,0
VIDEO_7317653042533305633,16.312,1
VIDEO_7425904564697632032,8.894,0
VIDEO_6982843678305897734,51.62,8
VIDEO_7369943098031443233,2.502,0
VIDEO_7001083090462346501,20.108,0
VIDEO_7178872221375548677,21.238,0
VIDEO_7019307301299424518,37.108,5
VIDEO_7158447069152300293,24.313,1
VIDEO_7535840388725378306,20.811,0
VIDEO_7053545705868152069,25.817,0
VIDEO_7164769032430767365,38.7,9
VIDEO_7061519229182315781,26.475,1
VIDEO_7173707401302920453,28.725,3
VIDEO_7383600515478736161,26.052,0
VIDEO_7558085942557347094,9.879,0
VIDEO_7467999174936644886,17.033,0
VIDEO_7060887870688529670,16.293,1
VIDEO_7345082142235413793,6.861,0
VIDEO_7215238321247751430,16.947,0
VIDEO_7179637090932509958,12.168,0
VIDEO_7202617948983315717,18.106,0
VIDEO_7155814731897376006,5.817,1
VIDEO_7569964600523853078,14.967,0
VIDEO_6952049416425590022,8.238,0
VIDEO_7168038506772679942,51.085,8
VIDEO_7555760932794764566,33.824,4
VIDEO_7231544878478445850,47.185,9
VIDEO_7338777101547490593,52.279,9
VIDEO_7319092525329829153,32.033,2
VIDEO_7355500880721939744,26.461,0
VIDEO_7324339550283664672,12.933,0
VIDEO_7586610643130764566,10.731,0
VIDEO_7038189746484563205,9.455,0
VIDEO_7302352085796916513,7.328,0
VIDEO_7317290713673190688,28.674,2
VIDEO_7547707789863406870,49.508,8
VIDEO_7597370054556011798,2.725,0
VIDEO_7322866542985710881,52.456,8
VIDEO_7467185543240109345,6.942,0
VIDEO_7517305745210232086,37.726,8
VIDEO_7483430893965626646,0.046,0
VIDEO_7331017914612567329,10.237,0
VIDEO_7055321327174946054,22.834,0
VIDEO_7337687297132973344,13.231,0
VIDEO_7156881114106170630,11.81,2
VIDEO_7478407463675481366,40.891,7
VIDEO_7549615777326877974,8.783,0
VIDEO_7318026666939256096,17.834,0
VIDEO_7396981634572078369,43.842,7
VIDEO_7518292077080268054,21.973,0
VIDEO_7474850979473640726,17.63,0
VIDEO_7447200750096223510,15.638,0
VIDEO_7459483581803482390,18.116,1
VIDEO_7487276696215817494,26.163,2
VIDEO_7440567441777757472,9.624,0
VIDEO_7148719596487363845,21.53,0
VIDEO_7467247804717550870,21.405,1
VIDEO_7169218120916208902,33.853,5
VIDEO_7446429495948594454,4.824,0
VIDEO_7472755159945252118,25.703,2
VIDEO_7189528219425590534,24.047,3
VIDEO_7156614323194875141,23.82,1
VIDEO_7502082897935928598,18.498,1
VIDEO_7490268698918309142,39.482,9
VIDEO_7505058159258504470,24.5,2
VIDEO_7446821670133845270,3.109,0
VIDEO_7141370905153850629,23.706,0
VIDEO_7141371845248437510,8.036,0
VIDEO_7500926454671232278,36.758,9
VIDEO_7226711933150432538,67.453,7
VIDEO_7443866656956255510,28.54,2
VIDEO_7439269165111725345,24.655,0
VIDEO_7508716246301510914,0.221,0
VIDEO_7192172787723783430,14.886,0
VIDEO_7418157210896698657,21.813,1
VIDEO_7524347836541046038,15.821,0
VIDEO_7532594185912847638,18.992,0
VIDEO_7557772009510358294,14.311,0
VIDEO_7252274964206832923,68.076,8
VIDEO_7486391346727537942,15.734,1
VIDEO_7506217095441435926,22.525,1
VIDEO_7253058884762537242,30.887,5
VIDEO_7564461685881179414,28.789,2
VIDEO_7444926040855661846,22.578,2
VIDEO_7479158367873748246,32.539,2
VIDEO_7526570162976328982,16.08,1
VIDEO_7447956995182759190,29.854,5
VIDEO_7239748390974704922,14.123,1
VIDEO_7442685576798604566,19.336,1
VIDEO_7506795063012232470,0.457,0
VIDEO_7457155091238259990,32.205,5
VIDEO_7455422115802565910,3.253,0
VIDEO_7504006062559776022,0.228,0
VIDEO_7448354400998853910,18.487,0
VIDEO_7474265267783208214,16.26,0
VIDEO_7250832194392886554,42.623,8
VIDEO_7269755991049260320,7.424,0
VIDEO_7421851827794152737,27.377,0
VIDEO_7436892906801073441,19.914,0
VIDEO_7495455289882184982,8.19,0
VIDEO_7245283945619655963,12.442,0
VIDEO_7441958558054337825,15.557,0
VIDEO_7171449726158589189,13.073,0
VIDEO_7439661735742557472,31.688,6
VIDEO_7450928915159190806,42.31,6
VIDEO_7202909898219326725,13.037,1
VIDEO_7143175958978186502,20.398,0
VIDEO_7556999098637880598,77.729,8
VIDEO_7495849453228657942,14.845,0
VIDEO_7555487310297533718,3.554,0
VIDEO_7605548189332016406,17.669,0
VIDEO_7093804812864670981,39.436,7
VIDEO_7535846854743821590,26.444,1
VIDEO_7565890573115165974,19.066,1
VIDEO_7551795663772798211,23.296,1
VIDEO_7581822570454879510,12.226,0
VIDEO_7395189160081935649,36.254,8
VIDEO_7336238126651706656,25.029,2
VIDEO_7489499424884821270,31.254,5
VIDEO_7436439641298865441,35.534,9
VIDEO_7568852433271590146,36.089,4
VIDEO_7480563839319264534,7.152,0
VIDEO_7124374690520419590,25.35,2
VIDEO_7557014347273276694,20.22,0
VIDEO_7567386738709073174,1.113,0
VIDEO_7480918194438278422,37.446,5
VIDEO_7190283346373610757,48.185,8
VIDEO_7563265888623840534,36.27,6
VIDEO_7290823677195603233,9.559,0
VIDEO_7587440240327937302,21.908,0
VIDEO_7535846685101149462,28.137,2
VIDEO_7535476048444558614,29.612,2
VIDEO_7184460864404229381,8.409,0
VIDEO_7471286673494527254,34.819,4
VIDEO_7128353863966444806,20.68,0
VIDEO_7528433357093358870,7.347,0
VIDEO_6955364241213771014,29.376,3
VIDEO_7447512835350859040,31.808,4
VIDEO_7510479503592901910,44.031,8
VIDEO_7522511822893616406,20.067,1
VIDEO_7603743614157458710,24.638,0
VIDEO_7557004748973559043,30.147,5
VIDEO_7468323433714126112,30.671,4
VIDEO_7329933240775527713,38.662,5
VIDEO_7468709057516326177,44.39,8
VIDEO_7577797962017918230,7.118,0
VIDEO_7094270154275605765,12.714,0
VIDEO_6921604099553119494,13.014,0
VIDEO_7441976604730936609,13.207,0
VIDEO_7463198577188146464,41.132,4
VIDEO_7572598154063990038,27.682,1
VIDEO_7535123405562006806,21.843,0
VIDEO_7574884067729050902,27.731,4
VIDEO_7329526946751089953,20.949,1
VIDEO_7582631962330893570,22.697,0
VIDEO_7193808719287766278,18.379,1
VIDEO_7350221322317761825,24.368,2
VIDEO_7132514036276628742,42.754,9
VIDEO_7541326779697564930,33.628,6
VIDEO_7297177472615861536,6.422,0
VIDEO_7343530174526377249,35.998,7
VIDEO_7539973950877584662,23.9,0
VIDEO_7261565962875358491,17.161,0
VIDEO_7547744113433627926,58.021,8
VIDEO_7474331497533836566,27.954,2
VIDEO_7495322095065238806,31.726,4
VIDEO_7168916057166597382,39.458,8
VIDEO_7532382235463339286,42.998,8
VIDEO_7578925701114481942,4.295,0
VIDEO_7509512878026788118,40.649,8
VIDEO_7517939109512449302,65.731,8
VIDEO_7210751695771553030,35.74,6
VIDEO_7564379905971178755,9.675,0
VIDEO_7549089036447649046,26.057,2
VIDEO_7140222885389536517,16.196,0
VIDEO_7161354120849427717,28.312,3
VIDEO_7191884217595219206,14.996,0
VIDEO_7397062762150513952,27.701,1
VIDEO_7451579890048027937,27.149,1
VIDEO_7595972634450431254,4.311,0
VIDEO_7224426315074522395,53.428,7
VIDEO_7192709681280781574,15.85,0
VIDEO_7458328611213298976,30.543,4
VIDEO_7099406976437718278,38.662,4
VIDEO_6958338154617228549,27.941,2
VIDEO_7316851921288006944,11.3,0
VIDEO_7504668782045039894,14.458,0
VIDEO_7176199071177215237,25.153,1
VIDEO_7580305629634399510,48.093,8
VIDEO_7490222588883422486,24.189,1
VIDEO_7454218208648727840,13.348,0
VIDEO_7423318018853178657,8.632,0
VIDEO_7164397666472873222,65.327,8
VIDEO_7443846446362774817,34.985,5
VIDEO_7512836614834474262,31.034,2
VIDEO_7579299127637363990,23.167,2
VIDEO_7325049996682759456,29.417,1
VIDEO_7555412968511425814,21.453,0
VIDEO_7483898615803612418,39.052,8
VIDEO_7174339271141100806,11.693,0
VIDEO_7440066420332924192,54.9,7
VIDEO_7486138878026321174,12.147,0
VIDEO_7494238893546474774,5.51,0
VIDEO_7296855348714016033,22.14,0
VIDEO_7576309328584592643,24.779,1
VIDEO_7566939859156290838,19.583,0
VIDEO_7584845578429828375,21.262,0
VIDEO_7257874855037586714,19.59,0
VIDEO_7567372771060124950,36.845,4
VIDEO_7488220279244623126,14.177,0
VIDEO_7156562442829466886,33.235,4
VIDEO_7300927450463194400,9.429,0
VIDEO_7466109584952855840,9.615,0
VIDEO_7575167976853228822,14.331,0
VIDEO_7478999877444226326,20.799,1
VIDEO_7470532387223407904,13.922,0
VIDEO_7476765597204860182,19.046,0
VIDEO_7543218614866906390,46.623,10
VIDEO_7183681305203330309,26.61,2
VIDEO_7165886702580403462,28.259,4
VIDEO_7542538735116684566,24.155,1
VIDEO_7018111226760776966,33.34,6
VIDEO_7533124404062981398,41.514,8
VIDEO_7535846060476976406,26.065,1
VIDEO_6920160579424488710,27.447,3
VIDEO_7208933349933452550,4.722,0
VIDEO_7587402623129636118,38.554,4
VIDEO_7481977420220779798,27.758,5
VIDEO_7564663320058285334,18.617,0
VIDEO_7260104911830945051,46.448,8
VIDEO_7246825881904139546,26.559,2
VIDEO_7254929536557567259,21.321,0
VIDEO_7414073681992895776,37.457,4
VIDEO_7442009228555930913,17.285,1
VIDEO_6923976137928445190,25.788,2
VIDEO_7203684040606633222,46.265,8
VIDEO_7412939421089090849,12.329,0
VIDEO_7081711774084484358,8.886,0
VIDEO_7325106846744743200,10.675,1
VIDEO_7418133778406657313,19.31,0
VIDEO_7120944943270530309,6.898,0
VIDEO_7214113271018753285,11.558,0
VIDEO_7168426884852747526,19.827,0
VIDEO_7111379317900332293,18.945,0
VIDEO_6834056379355991301,32.043,5
VIDEO_7517676181366295830,30.524,4
VIDEO_6895747396404284674,4.897,0
VIDEO_7050043192732912901,3.833,0
VIDEO_7438966885879696662,53.469,8
VIDEO_7214862934139260166,38.826,5
VIDEO_7479081271746989334,15.949,0
VIDEO_7533680078866238742,14.837,1
VIDEO_7490119511731965206,27.521,2
VIDEO_7073916316566031622,10.462,0
VIDEO_7255981234374069530,21.072,0
VIDEO_7413699830469397793,30.92,5
VIDEO_6896055761982639362,34.788,6
VIDEO_7167014945626787078,13.517,0
VIDEO_7079095510904229126,32.145,6
VIDEO_7410359060681297184,31.693,5
VIDEO_7208551637869268230,42.126,5
VIDEO_7162439514428919046,8.093,0
VIDEO_7326857703958105376,6.723,0
VIDEO_7288261263757446433,32.865,5
VIDEO_7456392986897730838,16.479,0
VIDEO_7219646733901450502,31.903,2
VIDEO_7296417264591441185,0.706,0
VIDEO_6979673025503366405,13.315,0
VIDEO_7479481184100044054,10.507,0
VIDEO_7159544328061275397,42.222,7
VIDEO_6964763152974187781,13.648,2
VIDEO_6864458828012899589,37.545,8
VIDEO_7187762825270463750,21.766,0
VIDEO_7064507087086161157,37.669,6
VIDEO_6922868220890254597,12.333,1
VIDEO_7158057918431120645,23.95,1
VIDEO_6930236006654364934,46.96,8
VIDEO_7294200756586958113,17.816,0
VIDEO_6994839726846971142,14.964,1
VIDEO_7296075013734616353,48.651,8
VIDEO_7213795540574735621,22.422,0
VIDEO_7065372841423801605,34.794,6
VIDEO_7475816575975623958,9.78,0
VIDEO_6883876793380572417,12.77,0
VIDEO_7415589341981986080,46.205,8
VIDEO_7060539961459641605,31.473,3
VIDEO_6876369843591941377,12.661,1
VIDEO_6887883845954178305,42.01,7
VIDEO_7415541670361500961,30.68,6
VIDEO_7167309818519227653,32.742,7
VIDEO_7161744414979771653,5.219,0
VIDEO_6958424996964355334,15.655,0
VIDEO_7400784701633416481,18.134,0
VIDEO_7478417820376812822,30.31,3
VIDEO_7238904736253054234,2.613,0
VIDEO_7270891504346942753,20.24,0
VIDEO_7413269884840267040,4.764,0
VIDEO_6883389583271185666,15.291,0
VIDEO_7183332234605268250,14.567,0
VIDEO_7012661937477537030,20.311,0
VIDEO_6798641094109269253,32.367,6
VIDEO_6798648871401819398,11.131,0
VIDEO_7210834532591963398,15.756,0
VIDEO_7584519298459176214,11.899,0
VIDEO_7042694987141745926,15.23,0
VIDEO_6864806467329903878,28.782,4
VIDEO_7295785443528920352,10.015,0
VIDEO_7278716528839626016,44.788,8
VIDEO_7116158724288400645,20.037,0
VIDEO_7468313844230704406,25.399,2
VIDEO_7471348371962334486,28.759,4
VIDEO_6879407335484214530,16.299,0
VIDEO_7324421973612825889,32.941,4
VIDEO_7123931386964184326,46.098,8
VIDEO_6891319697220898050,14.013,2
VIDEO_6923235061999373574,29.982,4
VIDEO_7167292362857794821,36.389,5
VIDEO_7146624079615790341,17.801,0
VIDEO_7353226118662589728,11.512,0
VIDEO_6963263758630194437,15.169,1
VIDEO_7579293926796922134,16.381,0
VIDEO_6895292772857826562,5.17,0
VIDEO_6869621825035357441,11.583,0
VIDEO_7344802060019256609,22.259,0
VIDEO_7540185950714875158,11.072,0
VIDEO_6936835146301672709,16.787,0
VIDEO_7175881254233967878,0.416,0
VIDEO_7529820615637847318,54.301,6
VIDEO_7471349532496842006,18.047,0
VIDEO_7296124478130572577,31.93,4
VIDEO_7414059508630031648,29.228,3
VIDEO_7315824288173493536,19.231,0
VIDEO_7341346159023246624,39.454,6
VIDEO_7470212560399109398,31.277,4
VIDEO_7379167807679761697,27.502,1
VIDEO_7171408287785782533,21.086,2
VIDEO_7490984274049469718,10.253,0
VIDEO_7125703838497131781,39.684,7
VIDEO_7510326060676975894,34.566,4
VIDEO_7332865581789629729,37.855,5
VIDEO_7114675214583155973,13.072,2
VIDEO_7483554122663234838,31.763,1
VIDEO_7190655063470116101,16.086,0
VIDEO_7333568243367431456,24.707,1
VIDEO_7475642830430522646,34.629,2
VIDEO_7082772534126513414,30.61,1
VIDEO_7456101045601570070,41.039,8
VIDEO_7391169699821669665,44.644,8
VIDEO_7453016788465454358,23.979,2
VIDEO_7040071170363788550,6.822,0
